Time,level,is_pump_on,is_upper_sensor_active,is_lower_sensor_active,is_overflowing,is_empty
2026-02-11 00:37:24.730752,55.0,True,False,True,False,False
2026-02-11 00:37:25.231392,57.5,True,False,True,False,False
2026-02-11 00:37:25.731917,60.0,True,False,True,False,False
2026-02-11 00:37:26.232468,62.5,True,False,True,False,False
2026-02-11 00:37:26.733157,65.0,True,False,True,False,False
2026-02-11 00:37:27.233855,67.5,True,False,True,False,False
2026-02-11 00:37:27.734457,70.0,True,False,True,False,False
2026-02-11 00:37:28.234999,72.5,True,False,True,False,False
2026-02-11 00:37:28.735523,75.0,True,True,True,False,False
2026-02-11 00:37:29.236069,72.5,False,False,True,False,False
2026-02-11 00:37:29.736567,70.0,False,False,True,False,False
2026-02-11 00:37:30.237256,67.5,False,False,True,False,False
2026-02-11 00:37:30.737977,65.0,False,False,True,False,False
2026-02-11 00:37:31.238758,62.5,False,False,True,False,False
2026-02-11 00:37:31.739507,60.0,False,False,True,False,False
2026-02-11 00:37:32.240080,57.5,False,False,True,False,False
2026-02-11 00:37:32.740613,55.0,False,False,True,False,False
2026-02-11 00:37:33.241135,52.5,False,False,True,False,False
2026-02-11 00:37:33.741817,50.0,False,False,True,False,False
2026-02-11 00:37:34.242427,47.5,False,False,True,False,False
2026-02-11 00:37:34.742908,45.0,False,False,True,False,False
2026-02-11 00:37:35.243546,42.5,False,False,True,False,False
2026-02-11 00:37:35.744175,40.0,False,False,True,False,False
2026-02-11 00:37:36.244863,37.5,False,False,True,False,False
2026-02-11 00:37:36.745330,35.0,False,False,True,False,False
2026-02-11 00:37:37.246025,32.5,False,False,True,False,False
2026-02-11 00:37:37.746638,30.0,False,False,True,False,False
2026-02-11 00:37:38.247338,27.5,False,False,True,False,False
2026-02-11 00:37:38.748006,25.0,False,False,True,False,False
2026-02-11 00:37:39.248576,22.5,False,False,False,False,False
2026-02-11 00:37:39.749216,25.0,True,False,True,False,False
2026-02-11 00:37:40.249846,27.5,True,False,True,False,False
2026-02-11 00:37:40.750539,30.0,True,False,True,False,False
2026-02-11 00:37:41.251191,32.5,True,False,True,False,False
2026-02-11 00:37:41.751612,35.0,True,False,True,False,False
2026-02-11 00:37:42.252101,37.5,True,False,True,False,False
2026-02-11 00:37:42.752677,40.0,True,False,True,False,False
2026-02-11 00:37:43.253310,42.5,True,False,True,False,False
2026-02-11 00:37:43.753726,45.0,True,False,True,False,False
2026-02-11 00:37:44.254457,47.5,True,False,True,False,False
2026-02-11 00:37:44.755098,50.0,True,False,True,False,False
2026-02-11 00:37:45.255680,52.5,True,False,True,False,False
2026-02-11 00:37:45.756379,55.0,True,False,True,False,False
2026-02-11 00:37:46.256821,57.5,True,False,True,False,False
2026-02-11 00:37:46.757321,60.0,True,False,True,False,False
2026-02-11 00:37:47.257779,62.5,True,False,True,False,False
2026-02-11 00:37:47.758409,65.0,True,False,True,False,False
2026-02-11 00:37:48.259091,67.5,True,False,True,False,False
2026-02-11 00:37:48.759748,70.0,True,False,True,False,False
2026-02-11 00:37:49.260361,72.5,True,False,True,False,False
2026-02-11 00:37:49.761010,75.0,True,True,True,False,False
2026-02-11 00:37:50.261586,72.5,False,False,True,False,False
2026-02-11 00:37:50.762111,70.0,False,False,True,False,False
2026-02-11 00:37:51.262772,67.5,False,False,True,False,False
2026-02-11 00:37:51.763347,65.0,False,False,True,False,False
2026-02-11 00:37:52.263782,62.5,False,False,True,False,False
2026-02-11 00:37:52.764475,60.0,False,False,True,False,False
2026-02-11 00:37:53.264886,57.5,False,False,True,False,False
